frame_idx,ts_sec,global_id,x1,y1,x2,y2,zone_id,frame_is_bad,white_ratio,mean_gray,std_gray
0,0.000000,0,1618.5228271484375,448.3918151855469,1883.9525146484375,978.0822143554688,,0,0.000685,104.109416,52.720881
0,0.000000,0,731.78125,438.3125915527344,1107.6131591796875,838.8870239257812,,0,0.000685,104.109416,52.720881
0,0.000000,0,1894.140625,394.28564453125,2130.869140625,829.2955932617188,,0,0.000685,104.109416,52.720881
0,0.000000,0,371.1854553222656,384.702880859375,656.6846313476562,992.0664672851562,,0,0.000685,104.109416,52.720881
0,0.000000,0,1087.30615234375,311.02099609375,1349.3272705078125,769.2794799804688,,0,0.000685,104.109416,52.720881
0,0.000000,0,1477.0513916015625,400.634521484375,1655.5748291015625,941.697509765625,,0,0.000685,104.109416,52.720881
1,0.082228,0,1618.58203125,442.6025085449219,1881.9478759765625,977.7887573242188,,0,0.000654,104.027100,52.684867
1,0.082228,0,730.2783203125,439.5209045410156,1084.1322021484375,837.3700561523438,,0,0.000654,104.027100,52.684867
1,0.082228,0,1895.0205078125,394.6524963378906,2133.157470703125,829.2683715820312,,0,0.000654,104.027100,52.684867
1,0.082228,0,399.0512390136719,378.2558288574219,647.9428100585938,983.6950073242188,,0,0.000654,104.027100,52.684867
1,0.082228,0,1087.81640625,311.1312561035156,1347.9501953125,749.5206909179688,,0,0.000654,104.027100,52.684867
1,0.082228,0,1473.80078125,397.9434509277344,1656.3079833984375,946.3440551757812,,0,0.000654,104.027100,52.684867
2,0.164457,0,1615.3173828125,439.1422119140625,1880.9482421875,975.6904296875,,0,0.000656,104.044944,52.667565
2,0.164457,0,729.2468872070312,439.066162109375,1070.6201171875,832.415771484375,,0,0.000656,104.044944,52.667565
2,0.164457,0,1895.1195068359375,394.9877014160156,2135.2373046875,829.8790893554688,,0,0.000656,104.044944,52.667565
2,0.164457,0,403.45166015625,374.3541564941406,666.794677734375,936.7304077148438,,0,0.000656,104.044944,52.667565
2,0.164457,0,1087.5841064453125,311.23699951171875,1347.3145751953125,775.4368286132812,,0,0.000656,104.044944,52.667565
2,0.164457,0,1471.5224609375,395.8701171875,1662.0386962890625,933.3225708007812,,0,0.000656,104.044944,52.667565
3,0.246685,0,1612.9974365234375,432.727783203125,1869.8118896484375,970.9906616210938,,0,0.000632,104.140481,52.627097
3,0.246685,0,733.77587890625,439.75048828125,1030.1400146484375,813.6890258789062,,0,0.000632,104.140481,52.627097
3,0.246685,0,1894.9013671875,394.8885192871094,2136.3525390625,830.2107543945312,,0,0.000632,104.140481,52.627097
3,0.246685,0,406.4097595214844,261.8045959472656,684.51416015625,884.5612182617188,,0,0.000632,104.140481,52.627097
3,0.246685,0,1087.6978759765625,311.6912536621094,1348.6448974609375,778.0838012695312,,0,0.000632,104.140481,52.627097
3,0.246685,0,1466.5364990234375,394.2039489746094,1658.7718505859375,820.3253784179688,,0,0.000632,104.140481,52.627097
4,0.328914,0,1618.8619384765625,423.3419494628906,1859.3050537109375,968.86669921875,,0,0.000662,104.157809,52.660646
4,0.328914,0,725.384765625,438.189697265625,980.3473510742188,829.0576782226562,,0,0.000662,104.157809,52.660646
4,0.328914,0,1894.7421875,394.8307189941406,2133.26953125,829.9071655273438,,0,0.000662,104.157809,52.660646
4,0.328914,0,407.8599548339844,242.7269744873047,688.2904663085938,866.5807495117188,,0,0.000662,104.157809,52.660646
4,0.328914,0,1087.9569091796875,311.9169616699219,1354.6297607421875,794.4832153320312,,0,0.000662,104.157809,52.660646
4,0.328914,0,1464.7333984375,391.023193359375,1663.8037109375,843.062744140625,,0,0.000662,104.157809,52.660646
5,0.411142,0,1748.8812255859375,386.3684997558594,1958.2220458984375,772.330078125,,0,0.000643,104.183586,52.639009
5,0.411142,0,706.8525390625,436.7119140625,982.0940551757812,822.5703735351562,,0,0.000643,104.183586,52.639009
5,0.411142,0,1894.3187255859375,394.665771484375,2133.664306640625,829.975830078125,,0,0.000643,104.183586,52.639009
5,0.411142,0,1619.3621826171875,420.8463439941406,1854.93994140625,960.41259765625,,0,0.000643,104.183586,52.639009
5,0.411142,0,1088.0980224609375,311.94268798828125,1354.9169921875,784.5974731445312,,0,0.000643,104.183586,52.639009
5,0.411142,0,1464.72705078125,393.550537109375,1666.7999267578125,821.0747680664062,,0,0.000643,104.183586,52.639009
6,0.493371,0,715.592041015625,434.299072265625,1031.5457763671875,816.4970092773438,,0,0.000638,104.122767,52.608830
6,0.493371,0,1894.359375,394.7645568847656,2131.276123046875,829.9454956054688,,0,0.000638,104.122767,52.608830
6,0.493371,0,1619.67724609375,412.1584777832031,1851.7257080078125,948.1865234375,,0,0.000638,104.122767,52.608830
6,0.493371,0,1088.067626953125,312.15606689453125,1352.6832275390625,748.37744140625,,0,0.000638,104.122767,52.608830
6,0.493371,0,1464.2838134765625,395.8771057128906,1670.873046875,837.88720703125,,0,0.000638,104.122767,52.608830
7,0.575599,0,717.1712036132812,434.2816467285156,1044.4945068359375,811.52099609375,,0,0.000622,104.088876,52.609828
7,0.575599,0,1894.3531494140625,394.8070373535156,2130.097900390625,830.0912475585938,,0,0.000622,104.088876,52.609828
7,0.575599,0,1618.7392578125,411.0526428222656,1845.2047119140625,943.067138671875,,0,0.000622,104.088876,52.609828
7,0.575599,0,1088.1416015625,312.2192077636719,1354.6173095703125,765.2493286132812,,0,0.000622,104.088876,52.609828
7,0.575599,0,1463.7796630859375,397.5433654785156,1664.7464599609375,866.203369140625,,0,0.000622,104.088876,52.609828
7,0.575599,0,1747.4381103515625,387.3661193847656,1935.5423583984375,760.0802612304688,,0,0.000622,104.088876,52.609828
8,0.657827,0,710.0037231445312,434.6319885253906,1046.6427001953125,812.728759765625,,0,0.000641,104.070324,52.631219
8,0.657827,0,1894.375,395.3365783691406,2126.790283203125,830.3092651367188,,0,0.000641,104.070324,52.631219
8,0.657827,0,1618.6448974609375,405.8407287597656,1841.1773681640625,940.5818481445312,,0,0.000641,104.070324,52.631219
8,0.657827,0,1087.7808837890625,312.4054870605469,1353.6885986328125,771.2354125976562,,0,0.000641,104.070324,52.631219
8,0.657827,0,1463.2333984375,397.568115234375,1662.9273681640625,920.2174682617188,,0,0.000641,104.070324,52.631219
9,0.740056,0,1623.43701171875,400.1272888183594,1749.74560546875,935.0857543945312,,0,0.000637,104.007748,52.629385
9,0.740056,1,697.4876098632812,433.35791015625,1050.8065185546875,811.93603515625,,0,0.000637,104.007748,52.629385
9,0.740056,0,1894.7119140625,394.8963317871094,2124.980712890625,830.2805786132812,,0,0.000637,104.007748,52.629385
9,0.740056,0,1660.7899169921875,465.6383361816406,1860.3028564453125,946.6746215820312,,0,0.000637,104.007748,52.629385
9,0.740056,0,1087.88818359375,312.5750427246094,1354.11962890625,780.86572265625,,0,0.000637,104.007748,52.629385
9,0.740056,2,1504.5775146484375,399.1997985839844,1747.615234375,923.2077026367188,,0,0.000637,104.007748,52.629385
10,0.822284,1,694.00927734375,438.853759765625,1050.7879638671875,802.8965454101562,,0,0.000630,103.969169,52.608250
10,0.822284,0,1894.9146728515625,395.5516662597656,2126.123046875,830.0415649414062,,0,0.000630,103.969169,52.608250
10,0.822284,0,1652.3265380859375,391.3675842285156,1891.6689453125,947.421142578125,,0,0.000630,103.969169,52.608250
10,0.822284,0,1087.9202880859375,312.56884765625,1357.515625,774.28515625,,0,0.000630,103.969169,52.608250
10,0.822284,2,1465.9371337890625,399.962890625,1748.6224365234375,922.6022338867188,,0,0.000630,103.969169,52.608250
11,0.904513,1,688.1399536132812,436.4823303222656,1051.9696044921875,811.629638671875,,0,0.000622,103.977319,52.599096
11,0.904513,0,1894.3017578125,395.7146911621094,2125.65625,830.208251953125,,0,0.000622,103.977319,52.599096
11,0.904513,0,408.0119934082031,317.8907775878906,658.0951538085938,874.025390625,,0,0.000622,103.977319,52.599096
11,0.904513,0,1088.1007080078125,312.56121826171875,1357.4549560546875,778.5791015625,,0,0.000622,103.977319,52.599096
11,0.904513,2,1467.39208984375,400.9471740722656,1694.4041748046875,894.1749877929688,,0,0.000622,103.977319,52.599096
12,0.986741,1,673.0857543945312,440.8507385253906,1046.54150390625,805.7175903320312,,0,0.000731,104.134846,52.646401
12,0.986741,0,1893.3480224609375,395.4952697753906,2128.068359375,830.8854370117188,,0,0.000731,104.134846,52.646401
12,0.986741,0,1663.3707275390625,405.6971740722656,1887.2470703125,944.7446899414062,,0,0.000731,104.134846,52.646401
12,0.986741,0,1088.5963134765625,312.2960510253906,1356.7454833984375,737.1790161132812,,0,0.000731,104.134846,52.646401
12,0.986741,2,1469.61669921875,402.4686584472656,1713.4080810546875,881.860107421875,,0,0.000731,104.134846,52.646401
13,1.068970,0,1088.7462158203125,312.3233337402344,1357.0028076171875,739.2359008789062,,0,0.000702,104.151786,52.570315
13,1.068970,1,670.2440185546875,443.93408203125,1045.51220703125,831.1008911132812,,0,0.000702,104.151786,52.570315
13,1.068970,0,1893.28515625,395.8682556152344,2126.207763671875,829.8718872070312,,0,0.000702,104.151786,52.570315
13,1.068970,0,1746.29052734375,404.1914978027344,1978.9327392578125,932.95751953125,,0,0.000702,104.151786,52.570315
13,1.068970,2,1470.4027099609375,403.7024841308594,1706.5140380859375,877.6192016601562,,0,0.000702,104.151786,52.570315
14,1.151198,0,1765.5601806640625,404.5465393066406,1981.6292724609375,927.3158569335938,,0,0.000699,104.188284,52.542354
14,1.151198,0,1894.8265380859375,396.3411560058594,2128.999755859375,828.9934692382812,,0,0.000699,104.188284,52.542354
14,1.151198,1,669.9468994140625,445.1685485839844,1044.9049072265625,831.1372680664062,,0,0.000699,104.188284,52.542354
14,1.151198,0,409.103271484375,313.37432861328125,637.4525756835938,838.24560546875,,0,0.000699,104.188284,52.542354
14,1.151198,2,1471.0084228515625,404.993896484375,1714.5419921875,877.0930786132812,,0,0.000699,104.188284,52.542354
15,1.233426,0,1768.41015625,403.8133239746094,1994.9017333984375,944.001953125,,0,0.000699,104.249380,52.468409
15,1.233426,0,1894.0330810546875,397.041748046875,2124.983642578125,832.6834106445312,,0,0.000699,104.249380,52.468409
15,1.233426,1,669.9735717773438,446.0235900878906,1044.9779052734375,831.689208984375,,0,0.000699,104.249380,52.468409
15,1.233426,2,1471.5592041015625,405.0499572753906,1741.2025146484375,879.6452026367188,,0,0.000699,104.249380,52.468409
16,1.315655,0,1755.9525146484375,406.56982421875,1996.2689208984375,872.3313598632812,,0,0.000701,104.328614,52.422063
16,1.315655,0,1893.5401611328125,401.6180114746094,2122.822509765625,829.0270385742188,,0,0.000701,104.328614,52.422063
16,1.315655,1,670.3062133789062,446.026123046875,1045.3045654296875,831.218994140625,,0,0.000701,104.328614,52.422063
16,1.315655,2,1472.0390625,410.7967834472656,1754.0,873.5380249023438,,0,0.000701,104.328614,52.422063
17,1.397883,0,1892.576171875,612.9849243164062,1995.814453125,827.4591674804688,,0,0.000678,104.347430,52.405176
17,1.397883,0,1892.7138671875,418.2781677246094,2116.328369140625,828.5049438476562,,0,0.000678,104.347430,52.405176
17,1.397883,0,1759.8121337890625,407.5306091308594,1998.7730712890625,926.9990234375,,0,0.000678,104.347430,52.405176
17,1.397883,1,670.5541381835938,445.96435546875,1045.2359619140625,830.994873046875,,0,0.000678,104.347430,52.405176
17,1.397883,2,1471.47265625,408.0858459472656,1759.1607666015625,877.6449584960938,,0,0.000678,104.347430,52.405176
18,1.480112,0,1894.0816650390625,413.2298278808594,2131.404296875,830.835693359375,,0,0.000681,104.429402,52.355014
18,1.480112,0,1768.5435791015625,410.1622009277344,2004.5689697265625,823.2813110351562,,0,0.000681,104.429402,52.355014
18,1.480112,1,670.5437622070312,445.1709899902344,1045.5877685546875,830.533203125,,0,0.000681,104.429402,52.355014
18,1.480112,2,1471.8804931640625,406.61962890625,1762.4423828125,906.3333129882812,,0,0.000681,104.429402,52.355014
19,1.562340,0,1771.5855712890625,409.498779296875,2015.3284912109375,837.617431640625,,0,0.000664,104.522883,52.308095
19,1.562340,0,1661.3369140625,1079.1552734375,2020.7034912109375,1405.8994140625,,0,0.000664,104.522883,52.308095
19,1.562340,1,670.7272338867188,444.7418518066406,1045.9459228515625,830.2963256835938,,0,0.000664,104.522883,52.308095
19,1.562340,2,1470.1099853515625,405.0708923339844,1770.2181396484375,916.42626953125,,0,0.000664,104.522883,52.308095
20,1.644569,0,1774.9752197265625,408.0921325683594,2023.69140625,855.564697265625,,0,0.000686,104.567153,52.306523
20,1.644569,0,1662.05322265625,1073.1597900390625,2019.8204345703125,1406.25244140625,,0,0.000686,104.567153,52.306523
20,1.644569,1,671.1004028320312,445.12255859375,1045.3681640625,830.2927856445312,,0,0.000686,104.567153,52.306523
20,1.644569,2,1468.04052734375,403.241455078125,1766.50048828125,885.7894897460938,,0,0.000686,104.567153,52.306523
21,1.726797,0,1753.7159423828125,408.5287170410156,2025.09326171875,925.9402465820312,,0,0.000678,104.661750,52.270852
21,1.726797,0,1662.3697509765625,1071.1063232421875,2018.267578125,1407.1690673828125,,0,0.000678,104.661750,52.270852
21,1.726797,1,671.4661865234375,444.9996643066406,1044.9456787109375,830.064453125,,0,0.000678,104.661750,52.270852
21,1.726797,2,1464.13427734375,403.2303771972656,1770.77490234375,882.84912109375,,0,0.000678,104.661750,52.270852
22,1.809025,0,1577.7666015625,512.1693725585938,1768.8353271484375,917.9356079101562,,0,0.000681,104.681891,52.273650
22,1.809025,0,1662.2392578125,1071.2261962890625,2017.7554931640625,1406.845703125,,0,0.000681,104.681891,52.273650
22,1.809025,1,670.6436157226562,444.9647521972656,1045.1773681640625,830.2636108398438,,0,0.000681,104.681891,52.273650
22,1.809025,2,1465.5506591796875,406.050537109375,1778.28173828125,922.361328125,,0,0.000681,104.681891,52.273650
23,1.891254,0,1578.5396728515625,433.0264892578125,1774.3046875,928.7625122070312,,0,0.000680,104.665548,52.280485
23,1.891254,0,1661.7060546875,1070.4810791015625,2017.2099609375,1406.9091796875,,0,0.000680,104.665548,52.280485
23,1.891254,1,670.4432983398438,444.9568786621094,1045.3232421875,830.5812377929688,,0,0.000680,104.665548,52.280485
23,1.891254,2,1458.6497802734375,403.7810974121094,1664.08203125,868.7432250976562,,0,0.000680,104.665548,52.280485
24,1.973482,0,1742.556640625,405.8209533691406,2025.1810302734375,879.24853515625,,0,0.000718,104.619222,52.353182
24,1.973482,0,1586.4664306640625,446.2477111816406,1796.3076171875,913.3616333007812,,0,0.000718,104.619222,52.353182
24,1.973482,0,1662.0111083984375,1071.11328125,2016.5755615234375,1403.1376953125,,0,0.000718,104.619222,52.353182
24,1.973482,1,671.1738891601562,443.90283203125,1044.3974609375,831.2247924804688,,0,0.000718,104.619222,52.353182
24,1.973482,2,1451.6441650390625,402.269287109375,1660.2601318359375,862.02978515625,,0,0.000718,104.619222,52.353182
