a_ratio,cur_quality,deep_sim,gap,h_ratio,lower_topk,motion_score,new_tracklet_id,part_topk,prev_final_gid,prev_quality,prev_source_gid,prev_tracklet_id,quality_score,reason,rerank_penalty,rerank_score,score,shape_size,side_score,status,time_score,topk_sim,upper_lower,upper_topk
0.506388070532455,0.9545912957910501,0.42852747440338135,25.0,0.8392517636884748,0.9953259030977885,0.12988588213920593,11,0.9888134153683981,15,0.816515960984398,3,10,0.8828584423508511,scored,0.025,0.5698212042087357,0.6210300004954955,0.7061062864260669,1.0,candidate,0.9775290462529921,0.37271934747695923,0.9924352765083313,0.983696460723877
0.8940664807344612,0.9193590064594068,0.5563507676124573,5.0,0.9255070983124812,0.9968430399894714,0.5,12,0.995224244594574,16,0.9545912957910501,3,11,0.936809535216875,scored,0.025,0.7056975875373329,0.7649359551517116,0.9129308512812732,1.0,candidate,0.9954648603984368,0.5720579475164413,0.9907536923885347,0.9939523339271545
0.5663874906891325,0.9193590064594068,0.5169960260391235,30.0,0.9068020820355892,0.9985481103261312,0.13159218430519104,12,0.9918863312403361,15,0.816515960984398,3,10,0.8664128938611567,scored,0.025,0.6381883672631252,0.6880827156095293,0.7706362454970065,1.0,candidate,0.9730958155636518,0.4698350429534912,0.9872676640748979,0.9866520762443542
0.3574516417120812,0.891603959072015,0.7385146617889404,17.0,0.6210014822205486,0.998799741268158,0.14737948775291443,3,0.9986711112658183,14,0.949040226648665,2,2,0.9198739171204672,strong_reentry_reuse,0.0,0.8629793199032131,0.8750706868475108,0.5155815460171617,1.0,accepted,0.9846642632010424,0.8737663179636002,0.9936565786600113,0.9985700448354086
0.9754270815874597,0.891603959072015,0.6612229347229004,20.0,0.9635724653885493,0.9926161766052246,0.5,3,0.9903088974952698,16,0.9545912957910501,3,11,0.9225602303497507,scored,0.0,0.766566419949418,0.8002273876954292,0.9683143118681135,1.0,candidate,0.9819824738582275,0.5339596271514893,0.9954965144395829,0.9884960353374481
0.5191449777141038,0.891603959072015,0.4095752239227295,45.0,0.8086798910189918,0.9888610243797302,0.9967682361602783,3,0.985850218931834,15,0.816515960984398,3,10,0.8532343543594457,scored,0.025,0.5550203278733183,0.610883780256198,0.6928659256970366,1.0,candidate,0.9599163911077868,0.32436979562044144,0.9915966123342514,0.9834845860799154
0.520382784885781,0.8974008855085245,0.3120749890804291,6.0,0.8844113967799908,0.999047577381134,0.40938013792037964,4,0.9875158492724101,13,1.0,1,1,0.9473124540026508,scored,0.025,0.5179782926526432,0.5773327030116205,0.738799952022307,1.0,candidate,0.994560303568022,0.3300544247031212,0.9855092972517014,0.9784552057584127
0.5345815163334292,0.8974008855085245,0.47296324372291565,24.0,0.863979950973841,0.9966257810592651,0.770706981420517,4,0.9930652300516765,17,0.9193590064594068,3,12,0.908313594799125,scored,0.025,0.6449412929803794,0.7002387060647457,0.7322205771176762,1.0,candidate,0.9784181130823685,0.5266440957784653,0.9895839035511018,0.9902676542599996
0.4899919471131337,0.8974008855085245,0.5565656423568726,28.0,0.7704914075932816,0.9905043244361877,0.7611129879951477,4,0.9845531312624614,14,0.891603959072015,2,3,0.8944977263213878,scored,0.025,0.6602045025337514,0.7112174135218933,0.6582916234012224,1.0,candidate,0.9748666900809391,0.4798625633120537,0.986271533370018,0.9798771937688192
0.7295051353763363,0.8974008855085245,0.44603997468948364,50.0,0.8059810610481927,0.9920009970664978,0.034810870885849,4,0.9927494454383851,14,0.949040226648665,2,2,0.9228594366303694,scored,0.025,0.5944542778141237,0.6477133652578305,0.7753906907794501,1.0,candidate,0.9555630362682842,0.4117710515856743,0.9917002201080323,0.9933375120162964
0.4779514149739209,0.8974008855085245,0.5501558780670166,53.0,0.7996195774259593,0.9914155801137289,0.5,4,0.9850682608286541,16,0.9545912957910501,3,11,0.9255544684898983,scored,0.025,0.6525200397988186,0.7033805840936611,0.670952312445144,1.0,candidate,0.9529605057786316,0.4645845293998718,0.9883974969387055,0.9800810813903809
0.943844144020546,0.8974008855085245,0.5076761841773987,78.0,0.9527767614233734,0.9984672665596008,0.12961819767951965,4,0.9955322527885437,15,0.816515960984398,3,10,0.8560035901906269,scored,0.025,0.6878909347780005,0.7411559216012039,0.9492037144622425,1.0,candidate,0.9315465743305547,0.6285725682973862,0.9797275781631469,0.993226170539856
0.4834266789010053,0.9262763631687243,0.19046396017074585,6.0,0.7931037693197026,0.9970678687095642,0.1641150414943695,16,0.9883231981595357,13,1.0,1,1,0.9624325239562118,scored,0.025,0.4205583500173054,0.47935457161676426,0.6692329331522237,1.0,candidate,0.994560303568022,0.19644243270158768,0.9856894165277481,0.9814523855845133
0.4966170568068587,0.9262763631687243,0.4030378758907318,24.0,0.774781688961505,0.9781019886334738,0.9977255463600159,16,0.9834858345985413,17,0.9193590064594068,3,12,0.922811203307389,scored,0.025,0.5891392608282208,0.6462023615471703,0.6635158360996465,1.0,candidate,0.9784181130823685,0.4448077529668808,0.9742604762315752,0.98771599928538
0.45519411202876564,0.9262763631687243,0.4876786470413208,28.0,0.6909450079629506,0.9810724854469299,0.10294979810714722,16,0.9873926122983296,14,0.891603959072015,2,3,0.9087748195213499,scored,0.025,0.60702903780291,0.653708271666451,0.5966446495892765,1.0,candidate,0.9748666900809391,0.4356158599257469,0.985361096262932,0.9923584262530009
0.7852729907224554,0.9262763631687243,0.6487443447113037,50.0,0.8987712119831216,0.9950393438339233,1.2814998626708984e-05,16,0.9962899843851726,14,0.949040226648665,2,2,0.9375892115638635,scored,0.0,0.7965131651572473,0.8221873932131746,0.853371923478855,1.0,candidate,0.9555630362682842,0.7036719173192978,0.9966991364955902,0.9972726305325826
0.4440086642520141,0.9262763631687243,0.3228621780872345,53.0,0.717065952776406,0.9792130390803019,0.5,16,0.9839541021982828,16,0.9545912957910501,3,11,0.9403272588720661,scored,0.025,0.5114645117141113,0.5658437809554775,0.6078430373666492,1.0,candidate,0.9529605057786316,0.3263333961367607,0.9829276770353318,0.9876792232195536
0.8768150161696137,0.9262763631687243,0.38477781414985657,78.0,0.8544110168144687,0.9902352293332418,0.0106850266456604,16,0.9912368098894755,15,0.816515960984398,3,10,0.8696662778387145,scored,0.025,0.5885492253181686,0.6424828697300544,0.8633726165565266,1.0,candidate,0.9315465743305547,0.48647136241197586,0.9784471154212953,0.992023766040802
