row_idx,frame_idx,source_gid,tracklet_id,assigned_final_gid
0,16,0,0,0
1,17,0,0,0
2,18,0,0,0
3,19,0,0,0
4,20,0,0,0
5,21,0,0,0
6,22,0,0,0
7,23,0,0,0
8,24,0,0,0
9,25,0,0,0
10,26,0,0,0
11,27,0,0,0
12,28,0,0,0
13,29,0,0,0
14,30,0,0,0
15,31,0,0,0
16,32,0,0,0
17,33,0,0,0
18,34,0,0,0
19,35,0,0,0
20,36,0,0,0
21,37,0,0,0
22,38,0,0,0
23,39,0,0,0
24,40,0,0,0
25,41,0,0,0
26,42,0,0,0
27,43,0,0,0
28,44,0,0,0
29,45,0,0,0
30,46,0,0,0
31,47,0,0,0
32,48,0,0,0
33,49,0,0,0
34,50,0,0,0
35,51,0,0,0
36,52,0,0,0
37,53,0,0,0
38,54,0,0,0
39,55,0,0,0
40,56,0,0,0
41,57,0,0,0
42,58,0,0,0
43,59,0,0,0
44,60,0,0,0
45,61,0,0,0
46,62,0,0,0
47,63,0,0,0
48,64,0,0,0
49,65,0,0,0
50,66,0,0,0
51,67,0,0,0
52,68,0,0,0
53,69,0,0,0
54,70,0,0,0
55,71,0,0,0
56,72,0,0,0
57,73,0,0,0
58,74,0,0,0
59,75,0,0,0
60,76,0,0,0
61,77,0,0,0
62,78,0,0,0
63,79,0,0,0
64,80,0,0,0
65,81,0,0,0
66,82,0,0,0
67,83,0,0,0
68,84,0,0,0
69,85,0,0,0
70,86,0,0,0
71,87,0,0,0
72,88,0,0,0
73,89,0,0,0
74,90,0,0,0
75,91,0,0,0
76,92,0,0,0
77,93,0,0,0
78,94,0,0,0
79,95,0,0,0
80,96,0,0,0
81,97,0,0,0
82,98,0,0,0
83,99,0,0,0
84,100,0,0,0
85,101,0,0,0
86,102,0,0,0
87,103,0,0,0
88,104,0,0,0
89,105,0,0,0
90,106,0,0,0
91,107,0,0,0
92,108,0,0,0
93,109,0,0,0
94,110,0,0,0
95,111,0,0,0
96,112,0,0,0
97,113,0,0,0
98,114,0,0,0
99,115,1,1,22
100,116,1,1,22
101,117,1,1,22
102,118,1,1,22
103,119,1,1,22
104,120,1,1,22
105,121,1,1,22
106,122,1,1,22
107,123,1,1,22
108,124,1,1,22
109,125,1,1,22
110,126,1,1,22
111,127,1,1,22
112,128,1,1,22
113,129,1,1,22
114,130,1,1,22
115,131,1,1,22
116,132,1,1,22
117,133,1,1,22
118,134,1,1,22
119,135,1,1,22
120,136,1,1,22
121,137,1,1,22
122,138,1,1,22
123,139,1,1,22
124,140,1,1,22
125,141,0,0,0
126,141,1,1,22
127,142,0,0,0
128,142,1,1,22
129,143,1,1,22
130,144,1,1,22
131,145,1,1,22
132,146,1,1,22
133,147,1,1,22
134,148,1,1,22
135,149,1,1,22
136,150,0,0,0
137,150,1,1,22
138,151,0,0,0
139,151,1,1,22
140,152,0,0,0
141,152,1,1,22
142,153,1,1,22
143,154,1,1,22
144,155,1,1,22
145,156,1,1,22
146,157,0,0,0
147,157,1,1,22
148,158,0,0,0
149,158,1,1,22
150,159,0,0,0
151,159,1,1,22
152,160,0,0,0
153,160,1,1,22
154,161,0,0,0
155,161,1,1,22
156,162,1,1,22
157,163,1,1,22
158,164,1,1,22
159,165,1,1,22
160,166,1,1,22
161,167,1,1,22
162,168,1,1,22
163,169,0,0,0
164,169,1,1,22
165,170,0,0,0
166,170,1,1,22
167,171,0,0,0
168,171,1,1,22
169,172,0,0,0
170,172,1,1,22
171,173,0,0,0
172,173,1,1,22
173,174,0,0,0
174,174,0,0,0
175,174,1,1,22
176,175,0,0,0
177,175,0,0,0
178,175,1,1,22
179,176,0,0,0
180,176,1,1,22
181,177,0,0,0
182,177,1,1,22
183,178,0,0,0
184,178,1,1,22
185,179,1,1,22
186,180,1,1,22
187,181,1,1,22
188,182,0,0,0
189,182,1,1,22
190,183,0,0,0
191,183,1,1,22
192,184,0,0,0
193,184,1,1,22
194,185,0,0,0
195,185,1,1,22
196,186,0,0,0
197,186,1,1,22
198,187,0,0,0
199,187,1,1,22
200,188,0,0,0
201,188,0,0,0
202,188,1,1,22
203,189,0,0,0
204,189,0,0,0
205,189,1,1,22
206,190,0,0,0
207,190,0,0,0
208,190,1,1,22
209,191,0,0,0
210,191,0,0,0
211,191,1,1,22
212,192,0,0,0
213,192,1,1,22
214,193,1,1,22
215,194,1,1,22
216,195,1,1,22
217,196,0,0,0
218,196,1,1,22
219,197,0,0,0
220,197,0,0,0
221,197,1,1,22
222,198,0,0,0
223,198,0,0,0
224,198,1,1,22
225,199,0,0,0
226,199,1,1,22
227,200,1,1,22
228,201,0,0,0
229,201,1,1,22
230,202,0,0,0
231,202,1,1,22
232,203,0,0,0
233,203,1,1,22
234,204,0,0,0
235,204,1,1,22
236,205,0,0,0
237,205,1,1,22
238,206,1,1,22
239,206,2,177,23
240,207,1,1,22
241,207,2,177,23
242,208,1,1,22
243,209,1,1,22
244,209,2,177,23
245,210,1,1,22
246,210,2,177,23
247,211,1,1,22
248,212,1,1,22
249,212,2,177,23
250,213,1,1,22
251,214,1,1,22
252,215,1,1,22
253,216,1,1,22
254,217,1,1,22
255,218,1,1,22
256,218,2,178,23
257,219,1,1,22
258,219,2,178,23
259,220,1,1,22
260,220,2,178,23
261,221,1,1,22
262,221,2,178,23
263,222,1,1,22
264,222,2,178,23
265,223,1,1,22
266,224,1,1,22
267,224,2,178,23
268,225,1,1,22
269,225,2,178,23
270,226,1,1,22
271,226,2,178,23
272,227,0,0,0
273,227,1,1,22
274,227,2,178,23
275,228,1,1,22
276,229,1,1,22
277,229,2,178,23
278,230,1,1,22
279,230,2,178,23
280,231,1,1,22
281,231,2,178,23
282,232,1,1,22
283,232,2,178,23
284,233,1,1,22
285,233,2,178,23
286,234,0,0,0
287,234,1,1,22
288,235,0,0,0
289,235,1,1,22
290,236,0,0,0
291,236,1,1,22
292,237,0,0,0
293,237,1,1,22
294,238,1,1,22
295,239,1,1,22
296,240,1,1,22
297,241,1,1,22
298,242,0,0,0
299,242,1,1,22
300,243,0,0,0
301,243,1,1,22
302,244,0,0,0
303,244,1,1,22
304,245,0,0,0
305,245,1,1,22
306,246,0,0,0
307,246,1,1,22
308,247,0,0,0
309,247,1,1,22
310,248,0,0,0
311,248,1,1,22
312,249,0,0,0
313,249,1,1,22
314,250,1,1,22
315,251,1,1,22
316,252,1,1,22
317,253,0,0,0
318,253,1,1,22
319,254,0,0,0
320,254,1,1,22
321,255,0,0,0
322,256,1,1,22
323,257,0,0,0
324,257,1,1,22
325,258,1,1,22
326,259,0,0,0
