tracklet_id,local_track_id,source_gid,final_gid,start_frame,end_frame,entry_side,exit_side,motion_dx,motion_dy,median_h_ratio,median_aspect,quality,num_rows,num_clean_embeds,clean_embed_count,upper_topk_count,lower_topk_count
1,1,1,22,115,355,right,right,0.4477654993534088,-0.8941510319709778,0.2138688862323761,0.47039347887039185,0.8318985202776762,240,10,10,8,8
177,2,2,23,206,212,center,center,0.7599443197250366,-0.6499881744384766,0.2697156071662903,0.740271806716919,1.0,5,2,2,2,2
178,2,2,23,218,233,center,right,0.8277626037597656,0.5610784292221069,0.24977263808250427,0.7603801488876343,0.924,14,5,5,5,5
2,1,1,22,358,399,right,right,0.9806033968925476,-0.19600214064121246,0.2133064717054367,0.4603241980075836,0.8241596638655462,41,10,10,8,8
3,1,1,22,402,402,right,right,0.0,0.0,0.21383196115493774,0.4568658173084259,0.8185330654000731,1,1,1,1,1
4,1,1,22,406,418,right,right,-0.08462077379226685,0.9964131712913513,0.21270117163658142,0.4657962918281555,0.8243674643770552,12,4,4,4,4
5,1,1,22,421,441,right,right,-0.9863292574882507,-0.16478627920150757,0.21140114963054657,0.4697501063346863,0.8222225846860483,20,7,7,7,7
6,1,1,22,470,470,right,right,0.0,0.0,0.21140940487384796,0.45950910449028015,0.8155188162221411,1,1,1,1,1
7,1,1,22,473,487,right,right,-0.5978056192398071,-0.801641047000885,0.21418510377407074,0.4567381739616394,0.8202137376689806,15,5,5,5,5
8,1,1,22,500,504,right,right,0.4538065493106842,-0.891100287437439,0.2185838520526886,0.4477466940879822,0.8255092254293022,4,2,2,2,2
9,1,1,22,510,582,right,right,0.47337526082992554,0.8808609247207642,0.2153097242116928,0.46617722511291504,0.833127055169894,72,10,10,8,8
10,1,1,22,588,588,right,right,0.0,0.0,0.2172684371471405,0.45422324538230896,0.8264340518816222,1,1,1,1,1
11,1,1,22,603,604,right,right,0.9373579621315002,-0.3483678102493286,0.21665515005588531,0.45532456040382385,0.8282608695652174,2,1,1,1,1
12,1,1,22,608,621,right,right,-0.8525071740150452,0.5227154493331909,0.21699675917625427,0.45911574363708496,0.8265139751552795,12,4,4,4,4
13,1,1,22,635,636,right,right,-0.7563297152519226,-0.6541906595230103,0.21469883620738983,0.45241570472717285,0.820040189989039,2,1,1,1,1
14,1,1,22,640,667,right,right,0.8566081523895264,-0.5159674286842346,0.21650610864162445,0.4450158476829529,0.8235248447204968,26,10,10,8,8
15,1,1,22,670,670,right,right,0.0,0.0,0.21652165055274963,0.44557467103004456,0.81967482645232,1,1,1,1,1
16,1,1,22,674,694,right,right,-0.737669825553894,0.6751616597175598,0.2147316187620163,0.44780898094177246,0.8162256724141993,20,7,7,7,7
179,3,3,23,680,703,center,center,0.9815386533737183,-0.19126367568969727,0.17955805361270905,0.9444791078567505,0.903942494541372,24,8,8,8,8
17,1,1,22,697,699,right,right,0.8911136388778687,-0.45378026366233826,0.21586395800113678,0.4403523802757263,0.8114769820971868,3,1,1,1,1
18,1,1,22,702,706,right,right,-0.9463536143302917,-0.32313272356987,0.21606548130512238,0.4381367862224579,0.8165121483375959,5,2,2,2,2
19,1,1,22,709,726,right,right,0.3551204800605774,0.9348205327987671,0.21808579564094543,0.4439094662666321,0.8203194592859918,18,6,6,6,6
180,3,3,23,716,782,center,center,0.9963263273239136,-0.0856376513838768,0.1806165874004364,0.7702198624610901,0.8806647790953243,67,10,10,8,8
20,1,1,22,738,751,right,right,-0.9989005327224731,-0.04688036069273949,0.21718379855155945,0.4603871703147888,0.8214112654114102,12,4,4,4,4
21,1,1,22,754,771,right,right,-0.7149248123168945,0.6992012858390808,0.21403197944164276,0.4879915416240692,0.8306992072078129,18,6,6,6,6
22,1,1,22,776,783,right,right,0.8041154742240906,-0.5944731831550598,0.21538454294204712,0.4606434106826782,0.8190411588685954,8,3,3,3,3
214,4,4,43,785,834,center,center,0.07231911271810532,-0.9973815679550171,0.24604704976081848,0.8284875750541687,0.9963608343015489,50,10,10,8,8
181,3,3,23,787,828,center,center,-0.9956234097480774,-0.09345594793558121,0.18260830640792847,0.9359431862831116,0.9506012519689003,39,10,10,8,8
23,1,1,22,790,797,right,right,0.9772686958312988,0.21200425922870636,0.21567687392234802,0.46012285351753235,0.8172736730343448,8,3,3,3,3
24,1,1,22,806,818,right,right,0.43756651878356934,-0.8991860151290894,0.21298329532146454,0.46011781692504883,0.813436721748588,13,5,5,5,5
25,1,1,22,829,835,right,right,0.4937398433685303,-0.8696096539497375,0.21201573312282562,0.45293352007865906,0.811175017584724,7,3,3,3,3
182,3,3,23,832,865,center,center,-0.9995723366737366,-0.029244884848594666,0.19503434002399445,0.8723061084747314,0.9779592817598965,31,10,10,8,8
26,1,1,22,838,844,right,right,-0.3683720529079437,-0.9296784996986389,0.21340467035770416,0.45396801829338074,0.818533065400073,7,3,3,3,3
215,4,4,48,840,840,center,center,0.0,0.0,0.23259896039962769,0.695380449295044,0.9993880160759956,1,1,1,1,1
27,1,1,22,850,853,right,right,-0.12217584252357483,-0.9925084710121155,0.21376369893550873,0.459786057472229,0.8185413188857261,4,2,2,2,2
28,1,1,22,857,861,right,right,0.025166122242808342,-0.9996832609176636,0.21169115602970123,0.46632981300354004,0.8157163013223131,5,2,2,2,2
183,3,3,23,869,869,center,center,0.0,0.0,0.2224217653274536,0.9571657180786133,1.0,1,1,1,1,1
29,1,1,22,870,877,right,right,0.8216056227684021,0.5700563788414001,0.21156136691570282,0.47528964281082153,0.8257946656923639,8,3,3,3,3
184,3,3,23,873,873,center,center,0.0,0.0,0.2776782810688019,0.7695099115371704,1.0,1,1,1,1,1
30,1,1,22,880,890,right,right,0.1169205829501152,-0.9931412935256958,0.21166034042835236,0.4764423370361328,0.8203869266629278,10,4,4,4,4
185,3,3,23,883,887,center,center,-0.21817247569561005,-0.9759102463722229,0.25386178493499756,0.6672958135604858,1.0,5,2,2,2,2
186,3,3,23,903,903,center,center,0.0,0.0,0.2592969238758087,0.883918821811676,0.9813433876926587,1,1,1,1,1
187,3,3,23,908,947,center,center,0.4967695474624634,-0.867882490158081,0.2668244242668152,0.7081711888313293,1.0,37,10,10,8,8
31,1,1,22,922,925,right,right,0.9638419151306152,0.26647451519966125,0.21326136589050293,0.4664849638938904,0.8251552795031056,4,2,2,2,2
32,1,1,22,928,946,right,right,0.9718954563140869,-0.23541292548179626,0.21488043665885925,0.46603769063949585,0.8202575758544354,18,6,6,6,6
33,1,1,22,949,951,right,right,-0.5200563669204712,-0.8541319370269775,0.21688027679920197,0.4655030369758606,0.8231491501150265,2,1,1,1,1
