row_idx,frame_idx,source_gid,tracklet_id,assigned_final_gid
0,107,0,0,0
1,108,0,0,0
2,109,0,0,0
3,110,0,0,0
4,115,0,0,0
5,117,0,0,0
6,118,0,0,0
7,119,0,0,0
8,120,0,0,0
9,121,0,0,0
10,122,0,0,0
11,126,0,0,0
12,222,0,0,0
13,223,0,0,0
14,224,0,0,0
15,225,0,0,0
16,227,0,0,0
17,228,0,0,0
18,229,0,0,0
19,230,0,0,0
20,231,0,0,0
21,232,0,0,0
22,233,0,0,0
23,234,0,0,0
24,235,0,0,0
25,235,0,0,0
26,236,0,0,0
27,237,0,0,0
28,238,0,0,0
29,239,0,0,0
30,240,0,0,0
31,241,0,0,0
32,242,0,0,0
33,243,0,0,0
34,244,0,0,0
35,244,0,0,0
36,245,0,0,0
37,245,1,1,9
38,246,1,1,9
39,247,1,1,9
40,248,1,1,9
41,249,1,1,9
42,250,1,1,9
43,251,1,1,9
44,252,1,1,9
45,253,1,1,9
46,254,1,1,9
47,255,1,1,9
48,256,1,1,9
49,257,1,1,9
50,258,1,1,9
51,259,1,1,9
52,260,1,1,9
53,261,1,1,9
54,262,1,1,9
55,263,1,1,9
56,264,1,1,9
57,265,1,1,9
58,266,1,1,9
59,267,1,1,9
60,268,1,1,9
61,269,0,0,0
62,269,1,1,9
63,270,0,0,0
64,270,1,1,9
65,271,0,0,0
66,271,1,1,9
67,272,0,0,0
68,272,1,1,9
69,273,0,0,0
70,273,1,1,9
71,274,1,1,9
72,275,1,1,9
73,276,1,1,9
74,277,1,1,9
75,278,1,1,9
76,279,1,1,9
77,280,1,1,9
78,361,0,0,0
79,439,0,0,0
80,440,0,0,0
81,441,0,0,0
82,444,0,0,0
83,461,0,0,0
84,462,0,0,0
85,463,0,0,0
86,464,0,0,0
87,465,0,0,0
88,466,0,0,0
89,466,0,0,0
90,467,0,0,0
91,467,0,0,0
92,468,0,0,0
93,468,0,0,0
94,469,0,0,0
95,470,0,0,0
96,470,0,0,0
97,473,0,0,0
98,474,0,0,0
99,475,0,0,0
100,476,0,0,0
101,477,0,0,0
102,478,0,0,0
103,479,0,0,0
104,480,0,0,0
105,481,0,0,0
106,482,0,0,0
107,483,0,0,0
108,484,0,0,0
109,485,1,2,9
110,486,1,2,9
111,487,1,2,9
112,488,1,2,9
113,489,1,2,9
114,490,1,2,9
115,491,1,2,9
116,492,1,2,9
117,493,1,2,9
118,494,1,2,9
119,495,0,0,0
120,496,0,0,0
121,497,0,0,0
122,498,0,0,0
123,499,0,0,0
124,500,0,0,0
125,501,0,0,0
126,502,0,0,0
127,503,0,0,0
128,504,0,0,0
129,505,0,0,0
130,506,0,0,0
131,513,0,0,0
132,514,0,0,0
133,515,0,0,0
134,517,0,0,0
135,530,0,0,0
136,531,0,0,0
137,532,0,0,0
138,533,0,0,0
139,534,0,0,0
140,535,0,0,0
141,536,0,0,0
142,537,0,0,0
143,538,0,0,0
144,539,0,0,0
145,540,0,0,0
146,541,0,0,0
147,542,0,0,0
148,543,1,3,9
149,544,1,3,9
150,545,1,3,9
151,546,1,3,9
152,547,1,3,9
153,548,0,0,0
154,548,1,3,9
155,549,0,0,0
156,549,1,3,9
157,550,0,0,0
158,550,1,3,9
159,551,0,0,0
160,551,1,3,9
161,552,0,0,0
162,552,1,3,9
163,553,0,0,0
164,553,1,3,9
165,554,0,0,0
166,554,1,3,9
167,555,1,3,9
168,556,1,3,9
169,557,1,3,9
170,558,1,3,9
171,559,1,3,9
172,560,1,3,9
173,561,1,3,9
174,562,1,3,9
175,563,1,3,9
176,564,1,3,9
177,565,1,3,9
178,568,1,4,9
179,569,1,4,9
180,570,1,4,9
181,571,1,4,9
182,572,1,4,9
183,573,1,4,9
184,574,1,4,9
185,575,1,4,9
186,576,1,4,9
187,577,1,4,9
188,578,1,4,9
189,579,1,4,9
190,580,1,4,9
191,581,1,4,9
192,582,1,4,9
193,583,1,4,9
194,584,1,4,9
195,585,1,4,9
196,586,1,4,9
197,587,1,4,9
198,588,1,4,9
199,589,1,4,9
200,590,1,4,9
201,591,1,4,9
202,592,1,4,9
203,593,1,4,9
204,594,1,4,9
205,621,0,0,0
206,622,0,0,0
207,678,0,0,0
208,679,0,0,0
209,680,0,0,0
210,681,0,0,0
211,682,0,0,0
212,683,0,0,0
213,684,0,0,0
214,685,0,0,0
215,686,0,0,0
216,687,0,0,0
217,688,1,5,9
218,689,1,5,9
219,690,1,5,9
220,691,1,5,9
221,692,1,5,9
222,693,1,5,9
223,694,1,5,9
224,695,1,5,9
225,696,1,5,9
226,697,1,5,9
227,698,1,5,9
228,699,1,5,9
229,700,1,5,9
230,701,1,5,9
231,702,1,5,9
232,703,1,5,9
233,704,1,5,9
234,705,1,5,9
235,706,1,5,9
236,707,1,5,9
237,708,1,5,9
238,709,1,5,9
239,710,1,5,9
240,711,1,5,9
241,712,1,5,9
242,713,1,5,9
243,714,1,5,9
244,715,1,5,9
245,716,1,5,9
246,717,1,5,9
247,718,1,5,9
248,719,1,5,9
249,720,1,5,9
250,721,1,5,9
251,722,1,5,9
252,723,1,5,9
253,724,1,5,9
254,725,1,5,9
255,726,1,5,9
256,727,1,5,9
257,728,1,5,9
258,729,1,5,9
259,730,1,5,9
260,738,1,6,10
261,742,1,7,9
262,743,1,7,9
263,746,0,0,0
264,747,0,0,0
265,788,0,0,0
266,790,0,0,0
267,792,0,0,0
268,793,0,0,0
269,794,0,0,0
270,795,0,0,0
271,796,0,0,0
272,805,0,0,0
273,806,0,0,0
274,807,0,0,0
275,808,0,0,0
276,809,0,0,0
277,810,0,0,0
278,811,0,0,0
279,812,0,0,0
280,813,0,0,0
281,814,0,0,0
282,815,0,0,0
283,816,0,0,0
284,817,0,0,0
285,818,0,0,0
286,819,0,0,0
287,820,0,0,0
288,821,0,0,0
289,822,0,0,0
290,823,0,0,0
291,824,0,0,0
292,825,0,0,0
293,826,0,0,0
294,827,0,0,0
295,828,0,0,0
296,829,0,0,0
297,830,0,0,0
298,831,0,0,0
299,832,1,8,9
300,833,1,8,9
301,834,1,8,9
302,835,1,8,9
303,836,1,8,9
304,837,1,8,9
305,838,1,8,9
306,839,1,8,9
307,840,1,8,9
308,841,1,8,9
309,842,1,8,9
310,843,1,8,9
311,844,1,8,9
312,845,1,8,9
313,846,1,8,9
314,847,1,8,9
315,848,1,8,9
316,849,1,8,9
317,850,1,8,9
318,851,1,8,9
319,852,1,8,9
320,853,1,8,9
321,854,1,8,9
322,855,1,8,9
323,857,1,8,9
324,858,1,8,9
325,869,1,9,9
326,870,1,9,9
327,875,1,10,9
328,876,1,10,9
329,877,1,10,9
330,878,1,10,9
331,879,1,10,9
332,880,1,10,9
333,883,1,11,9
334,884,1,11,9
335,885,1,11,9
336,886,1,11,9
337,887,1,11,9
338,888,1,11,9
339,889,1,11,9
340,890,1,11,9
341,891,1,11,9
342,892,1,11,9
343,893,1,11,9
344,902,1,12,9
345,904,1,12,9
346,914,1,13,9
347,916,1,13,9
348,917,1,13,9
349,918,1,13,9
350,919,1,13,9
351,920,1,13,9
352,921,1,13,9
353,922,1,13,9
354,923,1,13,9
355,926,1,14,9
356,927,1,14,9
357,928,1,14,9
358,929,1,14,9
359,930,1,14,9
360,931,1,14,9
361,932,1,14,9
362,933,1,14,9
363,934,1,14,9
364,935,1,14,9
365,936,1,14,9
366,937,1,14,9
367,938,1,14,9
368,939,1,14,9
369,940,1,14,9
370,941,1,14,9
371,942,1,14,9
372,943,1,14,9
373,944,1,14,9
374,945,1,14,9
375,946,1,14,9
376,947,1,14,9
377,948,1,14,9
378,949,1,14,9
379,950,1,14,9
380,951,1,14,9
381,952,1,14,9
382,953,0,0,0
383,954,0,0,0
384,955,0,0,0
385,956,0,0,0
386,972,0,0,0
387,973,0,0,0
388,974,0,0,0
389,975,0,0,0
390,976,0,0,0
391,977,0,0,0
392,978,0,0,0
393,979,0,0,0
394,980,0,0,0
395,981,0,0,0
396,982,0,0,0
397,983,0,0,0
398,984,0,0,0
399,985,0,0,0
400,992,0,0,0
401,993,0,0,0
402,994,0,0,0
403,995,0,0,0
404,996,0,0,0
405,997,0,0,0
406,998,0,0,0
407,999,0,0,0
408,1000,0,0,0
409,1003,0,0,0
410,1006,0,0,0
411,1007,0,0,0
412,1008,0,0,0
413,1010,0,0,0
414,1011,0,0,0
415,1013,0,0,0
416,1095,0,0,0
417,1096,0,0,0
418,1097,0,0,0
419,1098,0,0,0
