tracklet_id,local_track_id,source_gid,final_gid,start_frame,end_frame,entry_side,exit_side,motion_dx,motion_dy,median_h_ratio,median_aspect,quality,num_rows,num_clean_embeds,clean_embed_count,upper_topk_count,lower_topk_count
1,1,1,9,245,280,center,center,0.5758920907974243,-0.8175257444381714,0.28309571743011475,0.6584957838058472,1.0,36,10,10,8,8
2,1,1,9,485,494,right,bottom,-0.9901347160339355,-0.14011873304843903,0.2585688531398773,0.662653386592865,0.62,10,4,4,4,4
3,1,1,9,543,565,center,center,0.75836181640625,0.6518338322639465,0.2694317400455475,0.8043705224990845,0.9861123028153479,23,8,8,8,8
4,1,1,9,568,594,center,center,0.3538169860839844,0.9353146553039551,0.3032134473323822,0.6319752931594849,1.0,27,10,10,8,8
5,1,1,9,688,730,center,center,0.3580429255962372,0.9337051510810852,0.3042617738246918,0.6958516836166382,1.0,43,10,10,8,8
6,1,1,10,738,738,center,center,0.0,0.0,0.15526805818080902,0.9623420238494873,0.8445652173913043,1,1,1,1,1
7,1,1,9,742,743,bottom,bottom,-0.15666812658309937,0.9876512885093689,0.2614915668964386,0.6459881067276001,0.62,2,1,1,1,1
8,1,1,9,832,858,center,center,-0.08902965486049652,0.9960289597511292,0.2885065972805023,0.5870958566665649,1.0,26,10,10,8,8
9,1,1,9,869,870,center,center,-0.18827040493488312,-0.982117235660553,0.3193283677101135,0.5338814854621887,1.0,2,1,1,1,1
10,1,1,9,875,880,center,center,0.18631784617900848,-0.9824895262718201,0.3059185743331909,0.5408084988594055,1.0,6,2,2,2,2
11,1,1,9,883,893,center,center,-0.915484607219696,0.4023529291152954,0.32619762420654297,0.49580755829811096,1.0,11,4,4,4,4
12,1,1,9,902,904,center,center,-0.9294936060905457,-0.36883825063705444,0.3108997941017151,0.5093690156936646,1.0,2,1,1,1,1
13,1,1,9,914,923,center,center,-0.6703631281852722,0.7420331835746765,0.30624914169311523,0.5100314021110535,1.0,9,3,3,3,3
14,1,1,9,926,952,center,center,0.8925738334655762,0.4509012699127197,0.27916184067726135,0.6196754574775696,1.0,27,10,10,8,8
15,6,6,11,1498,1500,center,center,-0.39758971333503723,-0.917563259601593,0.1431857794523239,0.46724745631217957,0.6996757398611618,3,1,1,1,1
16,7,7,12,2271,2325,center,center,0.42588067054748535,0.9047793745994568,0.29158711433410645,0.5647870302200317,1.0,55,10,10,8,8
17,7,7,12,2346,2356,center,center,0.9906308650970459,0.1365668773651123,0.2109144777059555,0.7943053245544434,0.9866216051638047,7,3,3,3,3
40,8,8,13,2457,2487,right,right,0.49596652388572693,-0.8683415651321411,0.28384801745414734,0.6853731274604797,1.0,31,10,10,8,8
41,8,8,13,2494,2495,right,right,0.4287917912006378,0.9034033417701721,0.2841571271419525,0.6906048059463501,1.0,2,1,1,1,1
18,7,7,12,2646,2653,center,center,0.34283992648124695,-0.9393938779830933,0.2908020615577698,0.5410584211349487,1.0,8,3,3,3,3
19,7,7,12,2664,2664,center,center,0.0,0.0,0.26057469844818115,0.6279717683792114,1.0,1,1,1,1,1
20,7,7,12,2712,2830,center,center,0.5469263195991516,0.8371807932853699,0.3102773427963257,0.6438083052635193,1.0,119,10,10,8,8
21,7,7,12,2861,2867,center,center,-0.09178519994020462,-0.9957787990570068,0.2668417990207672,0.6786890625953674,1.0,7,3,3,3,3
22,7,7,14,2893,2893,right,right,0.0,0.0,0.2785308361053467,0.7630038857460022,1.0,1,1,1,1,1
23,7,7,12,2974,3051,center,center,-0.9394638538360596,-0.3426480293273926,0.2981497049331665,0.7447764277458191,1.0,77,10,10,8,8
24,7,7,12,3058,3063,center,center,-0.999722421169281,-0.023561900481581688,0.26778480410575867,0.6430069804191589,1.0,6,2,2,2,2
25,7,7,12,3070,3070,center,center,0.0,0.0,0.30732059478759766,0.7768660187721252,1.0,1,1,1,1,1
26,7,7,12,3074,3077,center,center,-0.2736912667751312,-0.9618175625801086,0.28433722257614136,0.8403398394584656,1.0,3,1,1,1,1
27,7,7,12,3099,3128,center,center,-0.8038856983184814,0.5947838425636292,0.2914237678050995,0.5100096464157104,1.0,30,10,10,8,8
28,7,7,12,3182,3184,center,center,-0.9527656435966492,0.30370649695396423,0.28554844856262207,0.49315524101257324,1.0,3,1,1,1,1
29,7,7,12,3188,3207,center,center,0.48657429218292236,0.8736391663551331,0.2954477071762085,0.7691909670829773,1.0,17,6,6,6,6
30,7,7,12,3211,3249,bottom,bottom,-0.561529278755188,0.8274568915367126,0.27237531542778015,0.7775464653968811,0.62,39,10,10,8,8
31,7,7,12,3280,3299,center,center,0.25928258895874023,0.965801477432251,0.3429930508136749,0.5610983371734619,1.0,20,7,7,7,7
32,7,7,12,3306,3352,center,center,0.14788299798965454,0.9890048503875732,0.2599964141845703,0.5746498107910156,1.0,46,10,10,8,8
33,7,7,12,3355,3355,center,center,0.0,0.0,0.29405301809310913,0.478558212518692,1.0,1,1,1,1,1
34,7,7,12,3360,3365,center,center,0.9910244345664978,-0.1336812973022461,0.21483413875102997,0.9693344831466675,1.0,6,2,2,2,2
35,7,7,12,3368,3373,center,center,-0.01946222595870495,0.9998105764389038,0.31299319863319397,0.6377887725830078,1.0,6,2,2,2,2
36,7,7,12,3379,3380,center,center,-0.9716396331787109,-0.23646634817123413,0.2694689929485321,0.7953400015830994,1.0,2,1,1,1,1
37,7,7,12,3383,3387,center,center,-0.9969063401222229,-0.0785990059375763,0.27151504158973694,0.773219645023346,1.0,5,2,2,2,2
38,7,7,12,3434,3590,center,center,0.6605884432792664,0.7507481575012207,0.2922919690608978,0.5934388637542725,1.0,156,10,10,8,8
39,7,7,12,3625,3639,bottom,right,0.9988127946853638,-0.04871261492371559,0.2835102677345276,0.8211053013801575,0.5999513396813464,15,5,5,5,5
