tracklet_id,local_track_id,source_gid,final_gid,start_frame,end_frame,entry_side,exit_side,motion_dx,motion_dy,median_h_ratio,median_aspect,quality,num_rows,num_clean_embeds,clean_embed_count,upper_topk_count,lower_topk_count
41,17,17,96,1506,1506,center,center,0.0,0.0,0.17518797516822815,1.0995522737503052,0.9659956459435626,1,1,1,1,1
42,17,17,96,1514,1614,center,center,-0.1712971180677414,0.985219419002533,0.1744178831577301,1.0840486288070679,0.9717812477035567,101,10,10,8,8
65,31,31,120,1568,1710,center,center,0.7511608004570007,0.6601192355155945,0.2042810320854187,0.6052113771438599,0.9292980685637049,142,10,10,8,8
63,29,29,117,1637,1645,center,center,-0.985057532787323,-0.17222550511360168,0.29942214488983154,0.300876259803772,0.8901058507250635,9,3,3,3,3
64,29,29,117,1648,1649,center,center,0.3773394227027893,-0.9260750412940979,0.30745235085487366,0.3014134168624878,0.9359696502057613,2,1,1,1,1
43,17,17,96,1664,1666,center,center,0.17701414227485657,0.9842082858085632,0.17457705736160278,1.093883752822876,0.9620916923868312,3,1,1,1,1
44,17,17,96,1671,1731,center,center,-0.46622270345687866,-0.8846673965454102,0.17725133895874023,1.0726633071899414,0.967261273240006,60,10,10,8,8
68,34,34,123,1682,1684,center,center,0.9805013537406921,0.19651220738887787,0.22347040474414825,0.37976154685020447,0.8043145576131687,3,1,1,1,1
69,35,35,124,1697,1705,center,center,0.6111481785774231,0.7915162444114685,0.24294519424438477,0.5539242625236511,0.920820299044855,9,3,3,3,3
72,36,36,131,1715,1765,center,center,0.4489918053150177,0.8935359120368958,0.17933686077594757,1.0476164817810059,0.9734740084939858,50,10,10,8,8
66,31,31,126,1725,1768,center,center,0.8449875116348267,0.5347859263420105,0.2782725393772125,0.38451147079467773,0.9571622969195172,44,10,10,8,8
70,35,35,127,1732,1732,center,center,0.0,0.0,0.27575331926345825,0.64420485496521,0.8524710442576062,1,1,1,1,1
71,35,35,128,1742,1743,right,right,0.9976904988288879,0.06792279332876205,0.2692968547344208,0.6308374404907227,0.62,2,1,1,1,1
67,31,31,129,1771,1771,center,center,0.0,0.0,0.28258129954338074,0.5914266705513,0.9808390361303779,1,1,1,1,1
73,36,36,131,1771,1776,center,center,-0.03274429589509964,0.9994637966156006,0.1766677051782608,1.064845323562622,0.951833759687764,6,2,2,2,2
74,36,36,131,1781,1884,center,center,0.0479709655046463,-0.9988486766815186,0.17936919629573822,1.0443174839019775,0.9511582516906574,104,10,10,8,8
92,37,37,132,1869,1901,center,center,0.5075754523277283,0.8616073131561279,0.2829687297344208,0.5764955878257751,1.0,33,10,10,8,8
93,37,37,132,1914,1929,center,center,0.9998766183853149,0.015707604587078094,0.26635393500328064,0.5635090470314026,0.9894358486363531,16,6,6,6,6
75,36,36,131,2026,2047,center,center,0.6314296722412109,0.7754331231117249,0.18611383438110352,0.933724045753479,0.9312286294478976,21,7,7,7,7
94,39,39,134,2043,2062,center,center,-0.6318163871765137,-0.7751181125640869,0.2811029553413391,0.41594675183296204,0.9312976975668271,20,7,7,7,7
76,36,36,131,2058,2059,center,center,-0.011625104583799839,-0.9999324083328247,0.19327659904956818,1.0476353168487549,1.0,2,1,1,1,1
101,40,40,136,2063,2063,center,center,0.0,0.0,0.28812819719314575,0.6251842379570007,1.0,1,1,1,1,1
77,36,36,131,2071,2076,center,center,-0.9385818243026733,-0.34505680203437805,0.18715494871139526,1.0814427137374878,1.0,5,2,2,2,2
95,39,39,134,2073,2102,center,center,0.5598899722099304,0.8285669684410095,0.28332066535949707,0.401356041431427,0.9517384492058396,30,10,10,8,8
78,36,36,131,2082,2087,center,center,-0.05734526738524437,0.9983543753623962,0.23618483543395996,0.9679868817329407,0.9882874176274437,5,2,2,2,2
102,41,41,132,2082,2102,right,right,0.4358563721179962,-0.9000162482261658,0.2160857766866684,0.7384731769561768,0.976999370452874,21,7,7,7,7
79,36,36,131,2093,2093,center,center,0.0,0.0,0.2103245109319687,1.054059624671936,0.9911111972157605,1,1,1,1,1
80,36,36,131,2101,2102,center,center,-0.9580968618392944,-0.2864442467689514,0.1974697709083557,1.0962624549865723,0.994419313919403,2,1,1,1,1
81,36,36,131,2105,2107,center,center,-0.03266948461532593,0.9994661808013916,0.19589321315288544,1.0969622135162354,0.9905596086204821,3,1,1,1,1
96,39,39,134,2105,2123,center,center,0.18994297087192535,-0.9817951321601868,0.28108322620391846,0.3696964681148529,0.8936443720851228,19,7,7,7,7
103,41,41,132,2105,2135,right,right,-0.9949745535850525,-0.10012795776128769,0.26112473011016846,0.6816598773002625,1.0,31,10,10,8,8
82,36,36,131,2127,2188,center,center,-0.9976019859313965,0.06921163201332092,0.19122019410133362,0.9820038080215454,0.9848747886510658,61,10,10,8,8
97,39,39,134,2138,2167,center,center,0.34866607189178467,0.9372469782829285,0.2908242344856262,0.40330028533935547,0.9835852960614944,30,10,10,8,8
104,41,41,132,2138,2179,right,right,0.0545647032558918,-0.9985101819038391,0.23243387043476105,0.6926957964897156,0.9999575617283952,41,10,10,8,8
105,43,43,141,2174,2213,center,center,0.32818320393562317,0.944614052772522,0.23193669319152832,0.450490802526474,0.9024878298317999,40,10,10,8,8
98,39,39,134,2188,2296,center,center,-0.7033079862594604,-0.7108852863311768,0.28136906027793884,0.46766963601112366,0.9987514543115082,109,10,10,8,8
106,45,45,132,2242,2299,center,right,0.9129310846328735,0.4081138074398041,0.22091448307037354,0.717212438583374,1.0,58,10,10,8,8
99,39,39,134,2300,2363,center,center,0.9875290989875793,0.15743622183799744,0.27390965819358826,0.42113009095191956,0.9873240953109528,63,10,10,8,8
107,47,47,142,2334,2386,center,center,-0.9977533221244812,0.06699466705322266,0.19658708572387695,1.0553420782089233,0.9848195966233343,53,10,10,8,8
100,39,39,134,2367,2373,center,center,0.48676440119743347,0.873533308506012,0.27965569496154785,0.5799741744995117,0.9362546205960853,6,2,2,2,2
108,48,48,134,2428,2440,center,center,-0.9836886525154114,0.17987950146198273,0.2924456298351288,0.5015272498130798,0.9452602895634374,12,4,4,4,4
114,49,49,143,2484,2484,right,right,0.0,0.0,0.14114117622375488,0.5123823285102844,0.7101144547325102,1,1,1,1,1
115,50,50,144,2510,2515,right,center,-0.6922746896743774,0.7216342091560364,0.23181591928005219,0.8441827893257141,0.9380904865724171,6,2,2,2,2
109,48,48,134,2577,2587,center,center,-0.8985936641693115,0.4387817084789276,0.28754550218582153,0.4062422513961792,0.9172136294036073,11,4,4,4,4
116,52,52,145,2705,2748,center,right,0.9683431386947632,-0.24962268769741058,0.1654745489358902,0.4387480318546295,0.5036462348436239,42,10,10,8,8
110,48,48,134,2713,2837,center,center,0.710685133934021,-0.7035101056098938,0.28406837582588196,0.4729490280151367,0.9997696876443196,124,10,10,8,8
117,54,54,146,2722,2732,right,right,-0.9376538395881653,-0.3475705087184906,0.2280670553445816,0.9816781282424927,0.978252617363484,11,4,4,4,4
83,36,36,131,2736,2740,center,center,-0.4925239384174347,0.8702988624572754,0.22836491465568542,1.0422823429107666,0.9883643091419466,5,2,2,2,2
118,54,54,146,2737,2737,right,right,0.0,0.0,0.2484651356935501,0.9018173217773438,0.9651924922231023,1,1,1,1,1
119,54,54,146,2741,2769,right,center,-0.8317798376083374,0.5551056861877441,0.2638057768344879,0.8548222184181213,0.997945984897102,29,10,10,8,8
120,56,56,146,2795,2796,right,right,-0.7161592245101929,0.6979368925094604,0.3119681477546692,0.6437398195266724,1.0,2,1,1,1,1
121,56,56,146,2801,2803,right,right,0.3509919345378876,-0.9363784790039062,0.29637157917022705,0.67615807056427,1.0,2,1,1,1,1
122,56,56,146,2808,2849,right,right,0.6407498717308044,-0.7677496671676636,0.2944807708263397,0.6263970732688904,1.0,42,10,10,8,8
84,36,36,131,2809,2810,center,center,0.6840081214904785,0.7294744849205017,0.25093743205070496,0.9474165439605713,0.9685800183151488,2,1,1,1,1
85,36,36,131,2813,2815,center,center,0.991929292678833,-0.1267925500869751,0.23897819221019745,0.9874711632728577,0.9648501143184768,3,1,1,1,1
86,36,36,131,2822,2862,center,center,-0.951757550239563,0.30685093998908997,0.18963994085788727,1.0708975791931152,0.9890492179142771,41,10,10,8,8
111,48,48,134,2841,2851,center,center,0.9893735647201538,0.14539600908756256,0.20030510425567627,0.6600167751312256,0.8791401345305561,11,4,4,4,4
112,48,48,148,2873,2879,right,right,-0.8627338409423828,0.5056584477424622,0.26568275690078735,0.4311947226524353,0.8442518870923772,6,2,2,2,2
113,48,48,134,2909,2917,center,center,-0.6138619780540466,-0.7894134521484375,0.28003937005996704,0.49455782771110535,0.9427098551019482,8,3,3,3,3
127,59,59,149,2910,2911,center,center,0.8991647362709045,-0.43761032819747925,0.2003796249628067,0.39515239000320435,0.6672646222253606,2,1,1,1,1
128,60,60,146,2937,3011,right,right,-0.1928100734949112,0.9812361001968384,0.29483762383461,0.6980942487716675,0.9902827691796606,75,10,10,8,8
87,36,36,131,2994,3028,center,right,0.830040693283081,-0.5577028393745422,0.18126380443572998,1.0242692232131958,0.9607398869293174,35,10,10,8,8
123,56,56,151,3004,3023,right,right,0.27741482853889465,-0.9607502222061157,0.29254886507987976,0.6807823181152344,0.9230899187362056,20,7,7,7,7
88,36,36,131,3033,3035,center,center,0.4832354187965393,0.8754904866218567,0.17373770475387573,1.0744982957839966,0.9406267459531468,3,1,1,1,1
89,36,36,131,3040,3076,center,center,0.4216741919517517,0.9067474007606506,0.18090417981147766,1.0266830921173096,0.9586715846726939,37,10,10,8,8
124,56,56,146,3047,3051,right,right,-0.6697200536727905,-0.742613673210144,0.29431337118148804,0.6372345089912415,0.9844751960164355,5,2,2,2,2
125,56,56,146,3076,3100,right,right,0.24665379524230957,0.9691036343574524,0.2864428460597992,0.7845379114151001,0.7952874590030082,24,8,8,8,8
90,36,36,131,3082,3082,center,center,0.0,0.0,0.16878657042980194,1.0987452268600464,0.9095517943509532,1,1,1,1,1
91,36,36,131,3099,3121,center,center,0.8134377598762512,-0.581652045249939,0.1787119358778,1.0661500692367554,0.9538356336814786,23,8,8,8,8
126,56,56,146,3113,3133,right,right,0.10844229906797409,-0.9941027760505676,0.2885969579219818,0.6428033113479614,0.62,21,7,7,7,7
129,66,66,158,3180,3185,center,center,-0.6047129034996033,0.7964435815811157,0.16769573092460632,0.9375290870666504,0.8827802240586262,6,2,2,2,2
130,66,66,159,3191,3284,center,right,0.9858905076980591,0.16739173233509064,0.2684171199798584,0.7647827863693237,0.962792536728615,93,10,10,8,8
133,67,67,163,3289,3293,center,center,0.8046132922172546,0.5937991142272949,0.15875720977783203,1.0619505643844604,0.8848728498122593,5,2,2,2,2
136,68,68,161,3289,3328,right,right,0.7879427075386047,-0.6157485246658325,0.24862347543239594,0.6410019397735596,0.7295452897007862,40,10,10,8,8
131,66,66,162,3299,3300,right,right,0.2141033560037613,0.9768109917640686,0.19847650825977325,0.8468248248100281,0.9153678057823837,2,1,1,1,1
134,67,67,163,3309,3352,center,center,-0.6428936123847961,-0.7659555077552795,0.1746690273284912,0.9992314577102661,0.9522655711444707,42,10,10,8,8
132,66,66,164,3323,3325,right,right,-0.07660946995019913,-0.9970611929893494,0.19122421741485596,0.36025187373161316,0.46200163047472076,2,1,1,1,1
137,76,76,165,3388,3388,center,center,0.0,0.0,0.2040807455778122,1.0195415019989014,0.9735145793380526,1,1,1,1,1
138,76,76,167,3396,3402,center,center,0.9741864800453186,0.22574469447135925,0.21824350953102112,0.9940358400344849,0.9583738701075554,7,3,3,3,3
140,69,69,166,3399,3407,right,center,-0.78587406873703,0.6183865070343018,0.26854002475738525,0.5810862183570862,0.9672223782569828,9,3,3,3,3
139,76,76,167,3415,3531,center,center,0.16638106107711792,-0.9860615730285645,0.1937706023454666,1.0528993606567383,0.9940213627441622,115,10,10,8,8
141,70,70,168,3422,3518,center,center,-0.9019416570663452,-0.4318579435348511,0.2858034372329712,0.4562211334705353,0.9671772202890686,97,10,10,8,8
142,71,71,169,3429,3615,right,right,-0.9317402839660645,0.36312538385391235,0.1957455277442932,0.34264615178108215,0.4624378456147119,187,10,10,8,8
143,72,72,170,3466,3487,right,right,0.5904800295829773,0.8070522546768188,0.16217948496341705,0.6584014892578125,0.7897956538662918,22,8,8,8,8
144,73,73,171,3517,3615,center,center,-0.9670009613037109,0.2547726333141327,0.2186395525932312,0.632235586643219,0.8799998665984459,99,10,10,8,8
145,74,74,170,3585,3591,right,right,-0.9225063920021057,-0.3859817385673523,0.15267302095890045,0.8387857675552368,0.790642657408665,7,3,3,3,3
135,67,67,163,3594,3614,center,center,-0.8754366040229797,0.4833330810070038,0.19244171679019928,1.0110716819763184,0.9841587406567565,21,7,7,7,7
