subset_frame_idx,original_frame_idx,window_id,video_path,image_path,notes
107,557,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000557.jpg,window_based_dense_subset;mid_overlap_candidate
108,558,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000558.jpg,window_based_dense_subset;mid_overlap_candidate
109,559,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000559.jpg,window_based_dense_subset;mid_overlap_candidate
110,560,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000560.jpg,window_based_dense_subset;mid_overlap_candidate
111,561,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000561.jpg,window_based_dense_subset;mid_overlap_candidate
112,562,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000562.jpg,window_based_dense_subset;mid_overlap_candidate
113,563,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000563.jpg,window_based_dense_subset;mid_overlap_candidate
114,564,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000564.jpg,window_based_dense_subset;mid_overlap_candidate
115,565,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000565.jpg,window_based_dense_subset;mid_overlap_candidate
116,566,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000566.jpg,window_based_dense_subset;mid_overlap_candidate
117,567,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000567.jpg,window_based_dense_subset;mid_overlap_candidate
118,568,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000568.jpg,window_based_dense_subset;mid_overlap_candidate
119,569,3,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000569.jpg,window_based_dense_subset;mid_overlap_candidate
120,720,4,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000720.jpg,window_based_dense_subset;mid_clip_identity_pressure
121,721,4,/Users/ohqishean/AIC-REID/data/raw/retail-shop/CAM1.mp4,/Users/ohqishean/AIC-REID/experiments/dense_mot_cam1/frames/cam1_f000721.jpg,window_based_dense_subset;mid_clip_identity_pressure
